,CAND_ID,VOTECOUNT,VOTESHARE,WIN_LOSS
902,H4TX19136,107939.0,90.27,1
903,H4TX19235,5146.0,4.41,0
904,H4TX19276,21458.0,18.37,0
905,H4TX19292,54.0,0.05,0
906,H4TX21090,25505.0,13.49,0
907,H4TX22171,47844.0,31.57,0
908,H4TX22189,2861.0,1.89,0
909,H4TX23088,2933.0,2.54,0
910,H4TX24094,93712.0,65.04,1
911,H4TX24151,3813.0,2.65,0
912,H4TX25174,6300.0,3.54,0
913,H4TX27055,44152.0,33.69,0
914,H4TX27063,3553.0,2.71,0
915,H4TX28061,3475.0,4.56,0
916,H4TX28079,10153.0,13.34,0
917,H4TX30034,7154.0,6.76,0
918,H4TX30059,5598.0,5.29,0
919,H4TX31040,45715.0,31.96,0
920,H4TX32030,55325.0,35.44,0
921,H4TX33020,6823.0,13.49,0
922,H4TX34010,30811.0,38.57,0
923,H4TX35017,1294.0,1.34,0
924,H4TX36080,1951.0,1.46,0
925,H4UT01108,4847.0,3.73,0
926,H4UT01124,4534.0,3.49,0
927,H4UT02197,47585.0,32.55,0
928,H4UT02221,4509.0,3.08,0
929,H4UT02239,1734.0,1.19,0
930,H4UT02247,117.0,0.08,0
931,H4UT03153,32059.0,22.48,0
932,H4UT03195,3192.0,2.24,0
933,H4UT03203,1513.0,1.06,0
934,H4UT03211,2584.0,1.81,0
935,H4UT03237,280.0,0.2,0
936,H4UT04011,67425.0,45.81,0
937,H4UT04045,1424.0,0.97,0
938,H4UT04052,2032.0,1.38,0
939,H4VA01070,72059.0,34.38,0
940,H4VA02052,71178.0,41.13,0
941,H4VA04033,75270.0,37.52,0
942,H4VA04041,4427.0,2.21,0
943,H4VA05048,73482.0,35.85,0
944,H4VA05055,4298.0,2.1,0
945,H4VA06020,22161.0,12.33,0
946,H4VA06038,21447.0,11.93,0
947,H4VA07143 ,148026.0,60.83,1
948,H4VA07150,89914.0,36.95,0
949,H4VA07168,5086.0,2.09,0
950,H4VA08182,63810.0,31.42,0
951,H4VA08224 ,128102.0,63.08,1
952,H4VA08265,4409.0,2.17,0
953,H4VA08331,5420.0,2.67,0
954,H4VA08349,963.0,0.47,0
955,H4VA10071,89957.0,40.36,0
956,H4VA10089,125914.0,56.49,1
957,H4VA10147,2442.0,1.1,0
958,H4VA10154,946.0,0.42,0
959,H4VA11087,75796.0,40.36,0
960,H4VA11103,3264.0,1.74,0
961,H4VT00116,2071.0,1.08,0
962,H4VT00124,1685.0,0.88,0
963,H4WA01241,101428.0,44.96,0
964,H4WA02157,79518.0,39.43,0
965,H4WA03114,78018.0,38.47,0
966,H4WA04088,75307.0,49.19,0
967,H4WA04104,77772.0,50.81,1
968,H4WA05077,135470.0,60.68,1
969,H4WA05127,87772.0,39.32,0
970,H4WA06075,83025.0,37.02,0
971,H4WA07073,47921.0,19.03,0
972,H4WA08071,125741.0,63.27,1
973,H4WA08121,73003.0,36.73,0
974,H4WA09061,48662.0,29.17,0
975,H4WA10010,82213.0,45.3,0
976,H4WI03136,128.0,0.05,0
977,H4WI03144,119540.0,43.44,0
978,H4WI04183 ,179045.0,70.24,1
979,H4WI04266,7002.0,2.75,0
980,H4WI05099,101190.0,30.4,0
981,H4WI06048 ,169767.0,56.77,1
982,H4WI06071,122212.0,40.87,0
983,H4WI06113,6865.0,2.3,0
984,H4WI07095,112949.0,39.41,0
985,H4WI07103,5.0,0.0,0
986,H4WI07111,3686.0,1.29,0
987,H4WI08077,101345.0,34.94,0
988,H4WV01041,137.0,0.09,0
989,H4WV02072,67687.0,43.88,0
990,H4WV02080 ,72619.0,47.08,1
991,H4WV02130,7682.0,4.98,0
992,H4WV02148 ,9.0,0.01,0
993,H4WV02163,6250.0,4.05,0
994,H4WV02171,3.0,0.0,0
995,H4WV03070,77713.0,55.35,1
996,H4WY00170,37803.0,22.9,0
997,H6AK00045,142572.0,50.97,1
998,H6AL04098,132831.0,98.57,1
999,H6AZ07022,10715.0,14.79,0
1000,H6CA05195,97008.0,72.69,1
1001,H6CA22125,100317.0,74.84,1
1002,H6CA24113,86568.0,65.64,1
1003,H6CA39020,91319.0,68.54,1
1004,H6CA40234,37056.0,32.35,0
1005,H6CA46033,49738.0,59.7,1
1006,H6CO01141,183281.0,65.81,1
1007,H6CO03139,163011.0,57.98,1
1008,H6CO05159,157182.0,59.8,1
1009,H6CO07023,148225.0,55.07,1
1010,H6FL08130,9679.0,4.26,0
1011,H6FL08213,93850.0,53.97,1
1012,H6FL13148 ,169126.0,61.54,1
1013,H6FL17032 ,15239.0,10.16,0
1014,H6GA04129,161211.0,99.93,1
1015,H6GA05217,170326.0,100.0,1
1016,H6IA02146 ,143431.0,52.48,1
1017,H6IL05150,56350.0,30.62,0
1018,H6IL06117 ,160287.0,67.14,1
1019,H6IL06141 ,84178.0,55.73,1
1020,H6IL10127,66.0,0.03,0
1021,H6IL18146,1.0,,0
1022,H6KS01146,138764.0,67.97,1
1023,H6KY03124,157056.0,63.49,1
1024,H6KY05111,47617.0,21.75,0
1025,H6LA02173,24761.0,10.15,0
1026,H6LA07081,5182.0,2.0,0
1027,H6MD03292,128594.0,59.55,1
1028,H6MD04183,134628.0,70.18,1
1029,H6MD07160,144639.0,69.94,1
1030,H6MD08366,16.0,0.01,0
1031,H6MI01028,132710.0,79.49,1
1032,H6MI04113,116801.0,55.89,1
1033,H6MI12181,157069.0,68.68,1
1034,H6MN01174 ,122851.0,54.19,1
1035,H6MN05183,167079.0,70.79,1
1036,H6MO01246,8906.0,5.45,0
1037,H6MO05189,69071.0,44.96,0
1038,H6NC04037,169946.0,74.75,1
1039,H6NE03115 ,139440.0,75.39,1
1040,H6NH01230,116769.0,48.11,0
1041,H6NJ08118,82498.0,68.49,1
1042,H6NJ09058,1192.0,1.5,0
1043,H6NJ12136,104287.0,59.25,1
1044,H6NJ13191,61510.0,77.35,1
1045,H6NY03031,87264.0,45.22,1
1046,H6NY12115,1398.0,2.19,0
1047,H6NY19029,63437.0,80.96,1
1048,H6NY25125,72631.0,36.46,0
1049,H6OH04082,125907.0,67.67,1
1050,H6OK04098,2176.0,1.37,0
1051,H6OR02116 ,202374.0,70.41,1
1052,H6OR03064 ,211748.0,72.33,1
1053,H6OR04047,181624.0,58.55,1
1054,H6PA16197,101722.0,57.72,1
1055,H6TN01388,115533.0,82.84,1
1056,H6TN01495,9869.0,7.08,0
1057,H6TN09068,87376.0,74.97,1
1058,H6TX02079,101663.0,75.96,1
1059,H6TX08100,125066.0,89.32,1
1060,H6TX12060,113186.0,71.31,1
1061,H6TX15055,48708.0,54.01,1
1062,H6TX15113,39016.0,43.26,0
1063,H6TX21012,135660.0,71.78,1
1064,H6VA01117 ,139197.0,94.43,1
1065,H6VT00160,123349.0,64.41,1
1066,H6VT00228,2024.0,1.06,0
1067,H6WA09025,118132.0,70.83,1
1068,H6WI03099,155368.0,56.46,1
1069,H6WV04057,62688.0,44.65,0
1070,H8AS00052,268.0,2.62,0
1071,H8AZ01104 ,97391.0,52.61,1
1072,H8AZ04116,3858.0,5.32,0
1073,H8CA01109,129613.0,75.73,1
1074,H8CA03105,91066.0,49.6,0
1075,H8CA04152,126784.0,60.05,1
1076,H8CA05035,160067.0,83.25,1
1077,H8CA09060,168491.0,88.48,1
1078,H8CA12098,133060.0,67.75,1
1079,H8CA12171,114389.0,76.7,1
1080,H8CA20059,96053.0,72.04,1
1081,H8CA22089,103228.0,51.93,1
1082,H8CA34068,50353.0,59.66,1
1083,H8CA36097,59670.0,86.65,1
1084,H8CA42061,112082.0,64.12,1
1085,H8CA52052,111997.0,71.2,1
1086,H8CO01089,5503.0,1.99,0
1087,H8CO02137,196300.0,56.74,1
1088,H8CO06138,143467.0,51.9,1
1089,H8CT01046,127430.0,58.49,1
1090,H8CT02085,2602.0,1.14,0
1091,H8CT04172,101401.0,51.01,1
1092,H8DC00143,6073.0,3.53,0
1093,H8FL01099 ,54976.0,23.36,0
1094,H8FL15107 ,180728.0,65.84,1
1095,H8FL16022,141493.0,63.24,1
1096,H8FL25015,78306.0,48.54,0
1097,H8GA08035,119.0,0.09,0
1098,H8IA02043 ,129455.0,47.36,0
1099,H8ID02064 ,131492.0,61.36,1
1100,H8IL09067,141000.0,66.06,1
1101,H8IL14067 ,93436.0,53.46,1
1102,H8IL18043 ,184363.0,74.72,1
1103,H8IN01096,51000.0,35.84,0
1104,H8IN03068,6133.0,4.12,0
1105,H8IN07184,61443.0,54.73,1
1106,H8IN07259,46887.0,41.77,0
1107,H8KS02090,128742.0,57.04,1
1108,H8KY02031,156936.0,69.19,1
1109,H8KY06065,71694.0,32.27,0
1110,H8LA02054,152201.0,68.69,1
1111,H8LA04225,152683.0,73.43,1
1112,H8MA02041,167612.0,97.96,1
1113,H8MA05143,139104.0,62.96,1
1114,H8MA08071,142133.0,98.33,1
1115,H8MD01094,176342.0,70.42,1
1116,H8ME01120 ,186674.0,60.43,1
1117,H8MI05108,3366.0,1.58,0
1118,H8MI07039,5039.0,2.44,0
1119,H8MI11247,7711.0,3.07,0
1120,H8MN03077,167515.0,62.14,1
1121,H8MN06047 ,137778.0,56.04,1
1122,H8MO09153 ,130940.0,68.33,1
1123,H8MP00041,8549.0,65.28,1
1124,H8MS03067,117771.0,68.89,1
1125,H8MT01141,15402.0,4.19,0
1126,H8NC03043,66182.0,32.19,0
1127,H8NE02139 ,78157.0,45.57,0
1128,H8NE02204,9021.0,5.26,0
1129,H8NJ01192,1103.0,0.68,0
1130,H8NJ02133,612.0,0.35,0
1131,H8NJ03073,72190.0,59.93,1
1132,H8NJ04014,118826.0,67.96,1
1133,H8NJ04154,890.0,0.6,0
1134,H8NJ05052,104678.0,55.41,1
1135,H8NJ07041,1134.0,0.7,0
1136,H8NJ07041 ,1647.0,1.02,0
1137,H8NM01257,105474.0,58.59,1
1138,H8NM03196,113249.0,61.52,1
1139,H8NV03036 ,45643.0,56.84,1
1140,H8NY01148,77062.0,44.58,1
1141,H8NY04050,41814.0,30.01,0
1142,H8NY06048,75712.0,94.85,1
1143,H8NY07046,45370.0,79.31,1
1144,H8NY13069,41429.0,38.59,0
1145,H8NY19058,90088.0,89.74,1
1146,H8NY20056,89295.0,51.3,1
1147,H8NY21203,103437.0,50.62,1
1148,H8NY24066,113574.0,86.09,1
1149,H8NY29032,109171.0,53.61,1
1150,H8OH01043,124779.0,63.22,1
1151,H8OH05036,134449.0,66.46,1
1152,H8OH11133,55233.0,31.46,0
1153,H8OH11141,137105.0,79.45,1
1154,H8OH14103,7988.0,3.72,0
1155,H8OH15076 ,128496.0,66.02,1
1156,H8OK03047,36270.0,21.38,0
1157,H8OR03052,12106.0,4.14,0
1158,H8OR04134,6863.0,2.21,0
1159,H8OR05107 ,150944.0,53.7,1
1160,H8PA01153 ,131248.0,82.84,1
1161,H8PA05071,115018.0,63.6,1
1162,H8RI01084,6.0,0.0,0
1163,H8SC02098,68719.0,35.28,0
1164,H8TN02028,37612.0,22.56,0
1165,H8TN02069,120883.0,72.49,1
1166,H8TX05052,15264.0,14.64,0
1167,H8TX20127,64463.0,36.24,0
1168,H8TX21125,21410.0,24.34,0
1169,H8TX22107,100861.0,66.55,1
1170,H8TX22149,1563.0,1.96,0
1171,H8TX22180,3037.0,2.08,0
1172,H8UT03089,102952.0,72.21,1
1173,H8VA01147 ,131861.0,62.9,1
1174,H8VA11062 ,106780.0,56.86,1
1175,H8VT00141,2750.0,1.44,0
1176,H8WA07132,203954.0,80.97,1
1177,H8WI01024,182316.0,63.27,1
1178,H8WI02121 ,103619.0,31.51,0
1179,H8WI09050 ,231160.0,69.45,1
1180,H8WY00148,113038.0,68.47,1
1181,S6AL00195,795606.0,97.25,1
1182,S4AK00214 ,135445.0,47.96,1
1183,S8AK00090 ,129431.0,45.83,0
1184,S4AK00230,10512.0,3.72,0
1185,S4AK00115,5636.0,2.0,0
1186,S4AR00103 ,478819.0,56.5,1
1187,S0AR00028 ,334174.0,39.43,0
1188,S4AR00129,17210.0,2.03,0
1189,S4AR00111,16797.0,1.98,0
1190,S4AR00137,505.0,0.06,0
1191,S4CO00395,983891.0,48.2,1
1192,S8CO00172,944203.0,46.26,0
1193,S4CO00403,52876.0,2.59,0
1194,S4CO00387,29472.0,1.44,0
1195,S4CO00296,24151.0,1.18,0
1196,S4CO00411,6427.0,0.31,0
1197,S4CO00429,21.0,0.0,0
1198,S4CO00437,17.0,0.0,0
1199,S0DE00092,130655.0,55.83,1
1200,S2DE00064,98823.0,42.23,0
1201,S2DE00098,4560.0,1.95,0
1202,S4GA11285,1358088.0,52.89,1
1203,S4GA11277,1160811.0,45.21,0
1204,S4GA11327 ,48862.0,1.9,0
1205,S4GA11335,21.0,0.0,0
1206,S4GA11343,14.0,0.0,0
1207,S0GA00336,9.0,0.0,0
1208,S4HI00136,246827.0,69.77,1
1209,S4HI00102,98006.0,27.7,0
1210,S4HI00169,8941.0,2.53,0
1211,S8ID00092 ,285596.0,65.33,1
1212,S4ID00075 ,151574.0,34.67,0
1213,S6IL00151,1929637.0,53.55,1
1214,S2IL00119,1538522.0,42.69,0
1215,S4IL00479,135316.0,3.76,0
1216,S4IA00129 ,588575.0,52.1,1
1217,S4IA00087 ,494370.0,43.76,0
1218,S4IA00194 ,26815.0,2.37,0
1219,S4IA00186,8232.0,0.73,0
1220,S4IA00202,5873.0,0.52,0
1221,S4IA00210,4724.0,0.42,0
1222,S6KS00080,460350.0,53.15,1
1223,S8KS00227,368372.0,42.53,0
1224,S4KS00143,37469.0,4.33,0
1225,S2KY00012,806787.0,56.19,1
1226,S4KY00091,584698.0,40.72,0
1227,S4KY00182,44240.0,3.08,0
1228,S4KY00190,17.0,0.0,0
1229,S4KY00208,53.0,0.0,0
1230,S4KY00174,9.0,0.0,0
1231,S4LA00107,603048.0,40.97,0
1232,S6LA00227,619402.0,42.08,0
1233,S4LA00115,202556.0,13.76,0
1234,S4LA00149,14173.0,0.96,0
1235,S4LA00123,13034.0,0.89,0
1236,S4LA00156 ,11323.0,0.77,0
1237,S4LA00172,4673.0,0.32,0
1238,S4LA00164,3835.0,0.26,0
1239,S6ME00159 ,413495.0,68.46,1
1240,S4ME00071 ,190244.0,31.5,0
1241,S4ME00105 ,269.0,0.04,0
1242,S4MA00028,1289944.0,61.87,1
1243,S4MA00234,791950.0,37.98,0
1244,S4MI00355 ,1704936.0,54.61,1
1245,S4MI00363 ,1290199.0,41.33,0
1246,S4MI00371,62897.0,2.01,0
1247,S2MI00243,37529.0,1.2,0
1248,S4MI00413,26137.0,0.84,0
1249,S4MI00405,67.0,0.0,0
1250,S4MI00421,6.0,0.0,0
1251,S4MI00447,4.0,0.0,0
1252,S8MN00438 ,1053205.0,53.15,1
1253,S4MN00346 ,850227.0,42.91,0
1254,S4MN00437,47530.0,2.4,0
1255,S4MN00445,29685.0,1.5,0
1256,S8MS00055,378481.0,59.9,1
1257,S4MS00138,239439.0,37.89,0
1258,S4MS00062,13938.0,2.21,0
1259,S2MT00096,213709.0,57.79,1
1260,S4MT00159,148184.0,40.07,0
1261,S4MT00142,7933.0,2.15,0
1262,S4NE00090 ,347636.0,64.34,1
1263,S4NE00140 ,170127.0,31.49,0
1264,S4NE00124 ,15868.0,2.94,0
1265,S4NE00157 ,6260.0,1.16,0
1266,S0NH00219,251184.0,51.46,1
1267,S4NH00120,235347.0,48.21,0
1268,S4NJ00185 ,1043866.0,55.84,1
1269,S8NJ00012 ,791297.0,42.33,0
1270,S4NJ00318 ,16721.0,0.89,0
1271,S4NJ00326,5704.0,0.31,0
1272,S8NJ00418,4513.0,0.24,0
1273,S2NJ00460,3890.0,0.21,0
1274,S4NJ00243 ,3544.0,0.19,0
1275,S8NM00184,286409.0,55.56,1
1276,S4NM00100,229097.0,44.44,0
1277,S4NC00162,1423259.0,48.82,1
1278,S8NC00239,1377651.0,47.26,0
1279,S2NC00257,109100.0,3.74,0
1280,S4NC00287,621.0,0.02,0
1281,S4NC00295,201.0,0.01,0
1282,S4NC00279,142.0,0.0,0
1283,S4OK00083,558166.0,68.01,1
1284,S4OK00216,234307.0,28.55,0
1285,S4OK00224,10554.0,1.29,0
1286,S4OK00349,9913.0,1.21,0
1287,S4OK00331,7793.0,0.95,0
1288,S4OK00232,557002.0,67.85,1
1289,S4OK00307,237923.0,28.98,0
1290,S4OK00372,25965.0,3.16,0
1291,S8OR00207 ,814537.0,55.73,1
1292,S4OR00198 ,538847.0,36.87,0
1293,S4OR00222,44916.0,3.07,0
1294,S4OR00263,32434.0,2.22,0
1295,S4OR00255,24212.0,1.66,0
1296,S6RI00163,223675.0,70.58,1
1297,S4RI00044,92684.0,29.25,0
1298,S0SC00149,672941.0,54.27,1
1299,S4SC00364,456726.0,36.83,0
1300,S2SC00079,33839.0,2.73,0
1301,S4SC00109,47588.0,3.84,0
1302,S4SC00240,757215.0,61.12,1
1303,S4SC00307,459583.0,37.09,0
1304,S4SC00356,21652.0,1.75,0
1305,S4SD00049 ,140741.0,50.37,1
1306,S4SD00056,82456.0,29.51,0
1307,S8SD00024 ,47741.0,17.09,0
1308,S4SD00106,8474.0,3.03,0
1309,S2TN00058,850087.0,61.87,1
1310,S4TN00419,5.0,0.0,0
1311,S4TN00351,437848.0,31.87,0
1312,S4TN00492,36088.0,2.63,0
1313,S2TN00355,12570.0,0.91,0
1314,S4TN00427,11157.0,0.81,0
1315,S4TN00310,7713.0,0.56,0
1316,S4TN00484,5759.0,0.42,0
1317,S4TN00435,5678.0,0.41,0
1318,S4TN00450,2386.0,0.17,0
1319,S4TN00336,2314.0,0.17,0
1320,S4TN00476,1673.0,0.12,0
1321,S4TN00468,787.0,0.06,0
1322,S2TX00106,2861531.0,61.56,1
1323,S4TX00516,1597387.0,34.36,0
1324,S4TX00573,133751.0,2.88,0
1325,S4TX00557 ,54701.0,1.18,0
1326,S4TX00581,988.0,0.02,0
1327,S6VA00093,1073667.0,49.15,1
1328,S4VA00155,1055940.0,48.34,0
1329,S4VA00189,53102.0,2.43,0
1330,S4WV00159 ,281820.0,62.12,1
1331,S4WV00183 ,156360.0,34.46,0
1332,S4WV00266,7409.0,1.63,0
1333,S2WV00070,5504.0,1.21,0
1334,S4WV00274,2566.0,0.57,0
1335,S4WV00308,10.0,0.0,0
1336,S4WV00290,8.0,0.0,0
1337,S4WV00282,7.0,0.0,0
1338,S4WV00241,5.0,0.0,0
1339,S6WY00126 ,121554.0,72.19,1
1340,S4WY00097 ,29377.0,17.45,0
1341,S4WY00105,13311.0,7.9,0
1342,S4WY00154,3677.0,2.18,0
